,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
7830,205.91714748875825,2328.4560770217504,1905.031495468065,2021.8009247120847,122.72705318504109,0.0,1100.4273021243005,0.0,5841.0,1843.36,-2.2737367544323206e-13
7831,207.26573951942743,2702.200797290389,1946.3946035276076,2409.6163790899795,123.49629754601227,6.307606595092025,1262.738576431493,0.0,6691.0,1967.02,-1.3642420526593924e-12
7832,196.08460226738174,2774.727151660552,1830.0882799416693,2663.1097626775804,117.44271403706843,99.44662056637503,1164.4408688493747,0.0,7051.0,1794.34,2.2737367544323206e-13
7833,187.17570450109147,2661.9653486411253,1763.1811007288143,2752.094410422851,110.78154979844997,211.7381295695261,993.0237563381421,0.0,7092.0,1587.96,9.094947017729282e-13
7834,189.11987694862796,2636.6488141521663,1779.791073113653,1988.0354320009062,109.48512940525173,294.86106015425463,1044.3586142251413,0.0,7209.0,833.3,2.0463630789890885e-12
7835,195.7,2850.7,1759.6,1970.9,112.0,319.9,1191.7,0.0,7230.02,1170.48,-4.547473508864641e-13
7836,197.9,2928.0,1758.6,1313.6,108.9,275.5,1404.8,0.0,7057.4,929.9,5.684341886080801e-13
7837,194.8059044744046,3049.1182506587534,1784.3003312952494,920.8637442758834,109.78124408401342,259.0309761058099,1614.1495491058868,0.0,7050.0,882.05,1.1368683772161603e-12
7838,190.1,3016.6,1758.8,625.1,108.1,236.5,1659.2,0.0,7068.760000000001,525.64,-5.684341886080801e-13
7839,190.6,2857.1,1747.8,595.7,109.4,179.4,1704.0,0.0,6960.8899999999985,423.11,5.684341886080801e-13
7840,196.53992203972925,2870.82056805571,1723.1714840195318,780.3972611252914,112.88182956941517,59.682279991121966,1674.3966551992012,0.0,7106.0,311.89,1.2505552149377763e-12
7841,195.61133852092402,2923.1424628392874,1811.723772317873,1745.2488970038605,114.29556081122483,0.5153091109613382,1619.8226593958707,0.0,7372.0,1038.36,2.5011104298755527e-12
7842,189.02982372754053,2789.9197485007453,1763.2421170298912,1989.0750947669849,108.3035594831532,0.0,1705.2796564916853,0.0,7412.0,1132.85,2.2737367544323206e-12
7843,191.1,2719.9,1757.4,2009.0,110.6,0.0,1823.7,0.0,7427.210000000001,1184.49,-2.2737367544323206e-13
7844,191.8,2822.0,1757.3,1256.2,112.6,0.0,1789.5,0.0,7255.32,674.08,7.958078640513122e-13
7845,188.8,2664.9,1757.3,998.2,109.8,0.0,1912.3,0.0,6991.630000000001,639.67,-7.958078640513122e-13
7846,193.3,2155.6,1757.7,804.5,107.9,0.0,1911.2,0.0,6615.61,314.59,1.7053025658242404e-13
7847,193.8,1802.7,1736.4,748.1,109.5,0.0,1849.1,0.0,6026.740000000001,412.86,-3.410605131648481e-13
7848,197.6,1361.7,1714.5,555.4,109.3,0.0,1746.7,0.0,5524.9400000000005,160.26,2.2737367544323206e-13
7849,196.8,1292.2,1658.4,389.5,110.9,0.0,1699.0,0.0,5200.93,145.87,-1.1368683772161603e-13
7850,196.6,1307.2,1475.3,283.7,110.2,0.0,1812.1,0.0,5117.32,67.78,-2.5579538487363607e-13
7851,199.0,1294.8,1404.5,283.9,111.0,0.0,1791.6,27.75,5112.55,0.0,0.0
7852,198.3,1430.1,1446.6,296.6,110.9,0.0,1808.4,0.0,4906.78,384.12,-1.1368683772161603e-13
7853,196.4,1672.1,1491.8,308.8,111.0,0.0,1757.6,0.0,4875.870000000001,661.83,-1.1368683772161603e-13
7854,203.01600377299167,1783.1067316459678,1547.062751139758,818.0231913221191,111.2042886338626,0.0,1962.3870334853011,0.0,4775.0,1649.8,2.2737367544323206e-13
7855,212.13102132419772,2236.5641732503673,1722.7545837936098,1026.3444807383069,116.84733272739986,4.673893309095995,2277.3545148570233,0.0,5278.0,2318.67,0.0
7856,214.89390347205122,2529.738226545186,1838.6072676680621,1259.2084417631124,115.75279684806699,61.685448411721254,2573.7539152918002,0.0,5774.0,2819.64,-4.547473508864641e-13
7857,207.34098579170947,2434.140338362385,1791.1079156291203,1554.598448806211,113.61429324740007,115.65404716566577,2835.053970997511,0.0,5975.0,3076.51,1.8189894035458565e-12
7858,205.2749512026264,2416.507304643009,1707.9120072805238,1261.2508027558795,112.80967338142352,196.42513913393037,3209.430121602609,0.0,6153.0,2956.61,4.547473508864641e-13
7859,202.31358185041978,2486.8046948366837,1720.975244814253,1153.1269642818995,111.03066095575826,211.4821754502147,3547.036677810771,0.0,6250.0,3182.77,4.547473508864641e-13
7860,200.4,2402.0,1752.2,955.6,109.0,182.0,3752.2,0.0,6273.360000000001,3080.04,9.094947017729282e-13
