,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
8355,4898.0,7371.0,15550.0,1553.0,16300.0,9478.0,1359.0,120.0,0.0,2043.0,2253.0,0.0,0.0,686.0099999999999,1752.15,0.0,0.0,0.0,0.5,51201.89000000001,2913.41,4529.45,0.0,0.0,1536.55,2560.59,621.77,0.0,-3.637978807091713e-12
8356,4896.0,7365.0,15568.0,1543.0,16361.0,9459.0,1364.0,120.0,0.0,1938.0,2340.0,0.0,0.0,443.0400000000001,1291.49,0.0,0.0,0.0,0.5,50737.67,3137.73,4622.67,0.0,0.0,1546.55,1883.75,760.66,0.0,1.8189894035458565e-12
8357,4895.0,7579.0,15697.0,1633.0,16642.0,9471.0,1367.0,120.0,0.0,2353.0,2695.0,0.0,0.0,103.80999999999996,1058.64,0.0,0.0,0.0,0.5,50029.39,3197.26,5130.0,0.0,0.0,1907.15,2282.25,1068.9,0.0,-1.8189894035458565e-12
8358,4911.0,7761.0,16004.0,1824.0,16726.0,9447.0,1365.0,120.0,1.0,2786.0,3169.0,0.0,0.0,0.0,1134.48,0.0,0.0,0.0,0.5,52861.76000000001,2901.62,4386.19,158.77999999999997,0.0,1364.33,2434.04,1142.26,0.0,-5.4569682106375694e-12
8359,4926.0,7825.0,15880.0,2032.0,16787.0,9460.0,1353.0,120.0,123.0,3260.0,3749.0,0.0,0.0,0.0,1873.45,0.0,0.0,0.0,0.5,56397.16999999999,2608.0,3609.76,375.4500000000001,0.0,870.66,2370.73,1157.18,0.0,5.4569682106375694e-12
8360,4926.0,7924.0,16326.0,4068.0,16920.0,9479.0,1359.0,120.0,663.0,3543.0,4128.0,0.0,0.0,0.0,1888.89,0.0,0.0,0.0,0.5,59534.77,2967.07,3722.75,515.8899999999999,0.0,1147.13,2261.89,1195.89,0.0,3.637978807091713e-12
8361,4928.0,7951.0,16416.0,4263.0,16963.0,9480.0,1364.0,120.0,1366.0,3807.0,4026.0,0.0,0.0,0.0,1938.59,0.0,0.0,0.0,0.5,61007.62,2789.4,3171.99,770.02,0.0,1043.3,2654.73,1186.03,0.0,-7.275957614183426e-12
8362,4934.0,7980.0,16566.0,2306.0,16972.0,9479.0,1368.0,120.0,1790.0,4138.0,3989.0,0.0,0.0,0.0,1926.89,0.0,0.0,0.0,0.5,61509.66,2292.77,2442.71,709.12,0.0,1023.12,2443.03,1148.98,0.0,-3.637978807091713e-12
8363,4927.0,8039.0,16500.0,2023.0,16970.0,9480.0,1370.0,120.0,1935.0,4398.0,4475.0,0.0,0.0,0.0,1946.37,0.0,0.0,0.0,0.5,60972.549999999996,2329.74,2628.39,680.46,0.0,1813.47,2886.26,873.0,0.0,0.0
8364,4929.0,8010.0,16385.0,1814.0,16984.0,9480.0,1367.0,120.0,1764.0,4508.0,5353.0,0.0,0.0,0.0,1967.93,0.0,0.0,0.0,0.5,59526.649999999994,2915.75,3543.52,1101.11,0.0,1753.19,2785.81,1056.4,0.0,0.0
8365,4929.0,8146.0,15974.0,1563.0,16973.0,9481.0,1368.0,120.0,1194.0,4610.0,6063.0,0.0,0.0,0.0,1878.13,0.0,0.0,0.0,0.5,58841.82,3107.36,3934.66,1117.2,0.0,1568.24,2747.96,982.39,0.0,3.637978807091713e-12
8366,4949.0,8428.0,15114.0,1563.0,17144.0,9481.0,1356.0,120.0,394.0,4660.0,7207.0,0.0,0.0,0.0,1284.27,0.0,0.0,0.0,0.5,59031.19,3153.7,4041.66,1198.5,0.0,793.5700000000002,2405.72,1076.43,0.0,1.8189894035458565e-12
8367,4964.0,8536.0,14485.0,1617.0,17207.0,9474.0,1369.0,120.0,18.0,4839.0,9283.0,0.0,0.0,0.0,112.19000000000004,0.0,0.0,0.0,0.5,61049.13,2729.76,3571.27,1041.18,0.0,392.2800000000001,2340.62,900.45,0.0,3.637978807091713e-12
