,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
134,51.86,46.12,132.38,38.05,0.0,128.0,854.0,0.0,420.2,1566.0,0.0,485.67,0.0,-381.0599999999999
135,51.94,46.11,156.33,38.29,0.0,113.06,926.5,0.0,296.2,1613.0,0.0,454.54,0.0,-439.10999999999996
136,51.82,46.07,140.05,37.71,0.0,99.17,928.0,0.0,244.5,1583.0,0.0,442.2,0.0,-477.88000000000005
137,51.85,46.06,100.92,37.12,0.0,90.51,877.0,0.0,262.7,1543.0,0.0,485.99,0.0,-562.8299999999999
138,51.78,46.08,96.56,36.67,0.0,77.3,893.5,0.0,169.3,1490.0,0.0,485.97,0.0,-604.78
139,51.79,46.23,162.7,37.14,0.0,64.68,921.5,0.0,57.0,1421.0,0.0,485.87,0.0,-565.83
140,51.59,46.3,85.65,37.49,0.0,65.47,865.0,0.0,117.2,1318.0,0.0,485.04,0.0,-534.3399999999999
141,51.41,46.26,53.52,37.64,0.0,84.95,632.5,0.0,3.5,1215.0,0.0,318.95,0.0,-624.1700000000001
142,50.82,46.31,74.01,36.92,0.0,111.07,697.5,0.0,2.5,1139.0,0.0,431.77,0.0,-551.64
143,50.72,46.4,58.13,37.6,0.0,135.01,692.0,0.0,0.0,1086.0,0.0,415.85,1.5,-483.49
144,50.76,46.38,33.19,38.01,0.0,179.89,658.5,0.0,0.0,1052.0,0.0,139.13,219.9,-404.29999999999995
145,50.89,46.47,33.03,37.66,0.0,151.87,695.5,0.0,0.0,1025.0,0.0,0.65,80.5,-90.73000000000005
146,50.87,46.49,33.04,37.82,0.0,154.11,700.0,0.0,0.0,1023.0,0.0,0.0,85.1,-85.76999999999995
147,51.2,46.52,33.06,38.47,0.0,148.99,675.0,0.0,0.0,1046.0,0.0,0.09,305.0,-357.84999999999997
148,51.64,46.75,33.06,37.88,0.0,144.09,713.5,0.0,0.0,1106.0,0.0,0.42,300.0,-379.49999999999994
149,51.87,47.15,33.04,37.27,0.0,139.48,665.0,0.0,0.0,1175.0,0.0,0.27,125.6,-327.06000000000006
150,51.87,47.4,33.04,100017.53,0.0,139.48,642.0,0.0,0.0,1230.0,0.0,0.48,147.9,99552.93999999999
151,52.62,47.36,96.55,37.44,2.54,154.6,591.0,0.0,0.0,1307.0,0.0,0.63,26.1,-351.6200000000001
152,52.72,47.32,96.51,37.09,5.79,147.41,584.0,0.0,179.6,1394.0,0.0,153.29,0.0,-396.8499999999999
153,52.72,47.33,96.52,37.33,6.9,86.54,530.5,0.0,632.9,1442.0,0.0,483.21,0.0,-434.46999999999997
154,52.61,47.29,96.54,37.58,6.52,48.68,523.0,0.0,698.0,1451.0,0.0,486.69,0.0,-427.46999999999997
155,52.48,47.44,96.54,36.59,9.68,47.2,528.5,0.0,671.8,1443.0,0.0,486.72,0.0,-439.49
156,52.51,47.83,96.54,36.38,6.48,58.55,546.5,0.0,659.1,1433.0,0.0,486.7,0.0,-415.8100000000001
157,52.61,47.67,96.55,37.24,0.4,58.34,543.0,0.0,646.9,1427.0,0.0,486.69,0.0,-430.97999999999996
158,52.67,47.36,96.54,37.39,0.0,70.68,562.5,0.0,628.9,1500.0,0.0,486.74,0.0,-490.70000000000005
159,52.81,47.35,96.55,37.69,0.0,106.48,597.0,0.0,649.7,1610.0,0.0,486.64,0.0,-509.06000000000006
160,53.14,47.35,96.51,38.08,0.0,152.5,593.0,0.0,645.8,1605.0,0.0,486.67,0.0,-465.29000000000013
161,53.28,47.32,96.49,38.27,0.0,240.73,665.5,0.0,429.0,1581.0,0.0,486.68,0.0,-497.0900000000001
162,53.23,47.36,96.52,38.64,0.0,326.03,612.5,0.0,410.9,1539.0,0.0,486.7,0.0,-440.52000000000015
163,53.11,47.35,96.51,38.17,0.0,383.85,669.0,0.0,216.1,1459.0,0.0,486.87,0.0,-441.77999999999986
